longitude,latitude,distance
101.3658,3.2696,17.67000227275433
101.3699,3.1069,5.086946771776438
101.37,3.134,5.382319211669905
101.37,3.1385,5.58772303444836
101.37,3.1566,6.733767188980813
101.37,3.1656,7.441824593264452
101.3702,3.2244,13.056458422635204
101.3702,3.2289,13.519763168347508
101.3702,3.2515,15.880639427061356
101.3703,3.2741,18.28516774695279
101.3703,3.2831,19.24928578439839
101.3744,3.1249,5.573449497896395
101.3745,3.1385,6.038619382684758
101.3746,3.1972,10.575882662649647
101.3746,3.2108,11.893027845860662
101.3746,3.2153,12.338702810525433
101.3747,3.2244,13.25651295489771
101.3747,3.2334,14.172565869034784
101.3747,3.2379,14.634753119036407
101.3747,3.2515,16.04551646741391
101.3748,3.2605,16.992322982213896
101.3789,3.1204,6.004498962200897
101.379,3.1385,6.496650191123195
101.379,3.152,7.209071709045077
101.3791,3.1927,10.431505130929631
101.3791,3.1972,10.844427329886392
101.3792,3.2289,13.921610151915006
101.3792,3.2334,14.374450424819294
101.3793,3.2786,19.05884801370912
101.3834,3.1114,6.504340068392215
101.3836,3.1882,10.33360292814607
101.3837,3.2289,14.144740258811066
101.3837,3.2334,14.590656097155223
101.3837,3.256,16.87638814436357
101.3838,3.2695,18.274223344964735
101.3879,3.1249,7.0535600409826
101.388,3.1475,7.822785351251803
101.3881,3.2017,11.827507571126011
101.3882,3.2243,13.937526014766602
101.3883,3.265,17.996917269839106
101.3883,3.2786,19.398076123161484
101.3924,3.1159,7.483466219529454
101.3924,3.1339,7.743567171970743
101.3925,3.1475,8.272559519147986
101.3925,3.161,9.011312755246525
101.3926,3.2153,13.350947091139552
101.3969,3.1339,8.22741567144155
101.3971,3.1927,11.696923644955076
101.3971,3.1972,12.066615342345855
101.3972,3.2288,14.88547241135823
101.4014,3.1023,8.618488334277405
101.4014,3.1339,8.713046035863591
101.4015,3.1746,10.705127266785288
101.4016,3.1972,12.403696894632168
101.4016,3.2017,12.772532958663286
101.4018,3.274,19.528537379923783
101.4059,3.1023,9.110690005814941
101.4059,3.1249,9.036684139949374
101.4059,3.1294,9.105057558209213
101.406,3.1475,9.651352867578277
101.406,3.152,9.843979050356955
101.406,3.1701,10.819720993364175
101.406,3.1836,11.720889785009467
101.4061,3.2107,13.854936913855022
101.4062,3.2288,15.4465262573589
101.4062,3.2424,16.697804825108552
101.4062,3.2604,18.414229732485705
101.4062,3.2695,19.302886324667416
101.4063,3.283,20.646983360968875
101.4104,3.1068,9.537072890089917
101.4104,3.1068,9.537072890089917
101.4104,3.1158,9.48203409053101
101.4104,3.1339,9.688579665408689
101.4105,3.1565,10.506960552498887
101.4105,3.17,11.232489622242676
101.4105,3.1836,12.108478336454972
101.4106,3.1881,12.433768328361225
101.4106,3.2017,13.458536696803863
101.4106,3.2152,14.560020781837501
101.4106,3.2198,14.951240620247933
101.4106,3.2243,15.340805664354354
101.4107,3.2378,16.55168151800357
101.4107,3.2559,18.235225834909304
101.415,3.17,11.657794969071976
101.415,3.1746,11.929290035854365
101.4151,3.1926,13.138417877156863
101.4151,3.2197,15.265288474970376
101.4151,3.2243,15.655231128962482
101.4151,3.2288,16.043306879898058
101.4152,3.2649,19.349848383811516
101.4153,3.274,20.227929833901523
101.4193,3.1022,10.58209521308573
101.4194,3.1113,10.494326442370369
101.4194,3.1293,10.585036721652164
101.4194,3.1384,10.773060980033312
101.4196,3.2017,14.18181080877745
101.4196,3.2062,14.5227493330342
101.4197,3.2378,17.145588216965287
101.4198,3.2785,20.910952616646576
101.4238,3.1022,11.076691843812299
101.4239,3.1067,11.02955307747655
101.4239,3.1203,10.991301588931751
101.4242,3.2604,19.47072266449391
101.4242,3.274,20.735413807346323
101.4243,3.2785,21.166812368401448
101.4284,3.1293,11.57534601676713
101.4284,3.1338,11.649826411847263
101.4284,3.1384,11.747522522529387
101.4284,3.1474,11.999581309461714
101.4285,3.161,12.533566922032398
101.4286,3.1971,14.615948175660968
101.4286,3.2107,15.594415180467527
101.4287,3.2514,18.9533297495125
101.4287,3.2604,19.757615008729758
101.4288,3.2875,22.281496664129957
101.4328,3.1067,12.013733468914888
101.4328,3.1067,12.013733468914888
101.4329,3.1248,12.020039070553407
101.4329,3.1384,12.236253643641136
101.4329,3.1429,12.347805833477004
101.433,3.1519,12.638098352230223
101.433,3.161,12.993181235256282
101.4331,3.1971,15.012297831323703
101.4331,3.2197,16.643474166703
101.4332,3.2513,19.252211289205658
101.4332,3.2649,20.455690319564845
101.4332,3.2739,21.273794427619734
101.4374,3.1112,12.491267937582943
101.4374,3.1338,12.63570577815344
101.4374,3.1519,13.102522916859856
101.4375,3.17,13.858922196320082
101.4376,3.2061,16.020644118484093
101.4376,3.2152,16.672096254395548
101.4376,3.2333,18.066749941920236
101.4418,3.1067,13.009588104521736
101.4418,3.1112,12.97937398709687
101.4419,3.1203,12.988246088680281
101.4419,3.1248,13.016247206376889
101.4419,3.1383,13.214071271142917
101.442,3.1835,15.002631435435415
101.4421,3.2287,18.05735137287177
101.4422,3.2694,21.45364414338459
101.4463,3.1067,13.507705103948744
101.4465,3.1654,14.565388031495846
101.4466,3.2242,18.08365118665823
101.4467,3.2423,19.48832543030397
101.4467,3.2603,20.976551304685838
101.4509,3.1202,13.986514796051218
101.4509,3.1293,14.056668172770028
101.4509,3.1564,14.682583961204967
101.451,3.179,15.645381609499125
101.451,3.1835,15.875706576206332
101.4511,3.2197,18.137503601119047
101.4511,3.2423,19.83013909302006
101.4553,3.1021,14.549700902055857
101.4553,3.1021,14.549700902055857
101.4554,3.1383,14.68903364025971
101.4555,3.1699,15.679772094249874
101.4555,3.1835,16.31767379532758
101.4555,3.1925,16.801452412621444
101.4558,3.2874,23.960692759353417
101.4599,3.1293,15.05075795016589
101.4599,3.1564,15.636908812407347
101.46,3.179,16.54491376831977
101.46,3.188,16.992788511563827
101.46,3.1925,17.2341619131336
101.4601,3.2196,18.91269416234817
101.4601,3.2242,19.228502188792113
101.4601,3.2422,20.540176627262152
101.4602,3.2829,23.86878766718785
101.4643,3.1202,15.473571015535988
101.4644,3.1609,16.26266063840134
101.4645,3.1744,16.794566913661882
101.4645,3.1835,17.211073295140455
101.4645,3.188,17.43507096748412
101.4645,3.1925,17.670402059644143
101.4646,3.2106,18.731633817978015
101.4646,3.2196,19.311330012079285
101.4646,3.2287,19.93144217793396
101.4647,3.2739,23.427023156776272
101.4688,3.1021,16.040931763650708
101.4688,3.1066,16.000437698817198
101.4689,3.1292,16.04447080169782
101.4689,3.1338,16.099288020478973
101.4689,3.1609,16.738862726037247
101.469,3.1835,17.66202681045392
101.4692,3.2829,24.509456383954795
101.4733,3.1066,16.49904237038604
101.4734,3.1337,16.593922851504768
101.4734,3.1609,17.216392574907893
101.4735,3.197,18.787133694583513
101.4736,3.2106,19.566476264154073
101.4736,3.2151,19.839938450135495
101.4736,3.2377,21.338136727281213
101.4737,3.2648,23.373329341826548
101.4737,3.2738,24.092077514143615
101.4737,3.2784,24.467092365436407
101.4778,3.1202,16.971857586018167
101.4778,3.1247,16.992953418862744
101.4779,3.1608,17.692009343364873
101.4781,3.2151,20.257304192344122
101.4781,3.2241,20.81856901871097
101.4781,3.2377,21.726732993271323
101.4781,3.2512,22.692033978604258
101.4782,3.2783,24.798839529794925
101.4823,3.1202,17.471310176219998
101.4824,3.1292,17.53762434295751
101.4824,3.1337,17.58653504795065
101.4825,3.1789,18.833635743119935
101.4827,3.2648,24.08947328122431
101.4827,3.2829,25.513703215014196
101.4827,3.2874,25.879924719191227
101.4868,3.1111,17.97304182624406
101.4868,3.1111,17.97304182624406
101.4868,3.1247,17.990693376784687
101.4869,3.1337,18.083116008796353
101.4869,3.1653,18.792738869207845
101.487,3.1879,19.683155451814056
101.487,3.2105,20.830680811810776
101.4871,3.2241,21.64210303325016
101.4872,3.2557,23.7821124387364
101.4872,3.2738,25.142828890615903
101.4872,3.2828,25.851113617500772
101.4913,3.1156,18.46443390811656
101.4914,3.1473,18.800169261741143
101.4914,3.1699,19.422839581512875
101.4915,3.1834,19.94742605583965
101.4915,3.215,21.515201170250382
101.4916,3.2376,22.911786881325256
101.4916,3.2557,24.154115853243354
101.4917,3.2828,26.201581253328733
101.4958,3.1021,19.027019891733506
101.4958,3.1156,18.96406996720238
101.4959,3.1518,19.387866758680193
101.4959,3.1653,19.750682434897584
101.496,3.1789,20.23297210579871
101.496,3.197,21.013586755404138
101.4961,3.2421,23.61063298104096
101.4961,3.2512,24.225173138040823
101.4962,3.2602,24.867027460108183
101.3793,3.2695,18.10176638390956
101.3252,3.229,12.565046331054527
101.4421,3.2378,18.77368539679546
101.4509,3.1383,14.196822471926627
101.4602,3.2468,20.900911765265054
101.4778,3.1157,16.965499915569815
101.3881,3.2063,12.243359977742221
101.4195,3.161,11.624248054779963
101.4332,3.2468,18.86379148211841
101.4644,3.1564,16.116113786239943
101.4646,3.2061,18.455312386221596
101.4823,3.1247,17.491801553760403
101.3746,3.1972,10.575882662649647
101.4286,3.2242,16.64487174177594
101.4511,3.2061,17.21578500236592
101.3701,3.1882,9.461832244471042
101.3566,3.1702,6.9736135009168665
101.325,3.1205,0.5003771699004839
101.442,3.179,14.758683529368687
101.4059,3.1339,9.200176102875032
101.3296,3.1702,6.048366633389148
101.3835,3.1385,6.960407149026418
101.397,3.152,8.94031072386231
101.4015,3.1475,9.187576489987297
101.4149,3.1022,10.098969780190927
101.4645,3.2016,18.179101150558047
101.4915,3.1879,20.140727199055064
101.3838,3.2741,18.752854614911534
101.4959,3.1382,19.13481355379897
101.3297,3.229,12.575857317653911
101.3745,3.1566,7.112369867488985
101.424,3.1655,12.292863632063902
101.4377,3.2513,19.567842735374857
101.334,3.1521,4.136642396695653
101.3564,3.1114,3.523688143097118
101.3791,3.2063,11.700326897410301
101.3926,3.2198,13.767639769670195
101.4063,3.274,19.75178551731719
101.4554,3.1338,14.612921314228467
101.487,3.1744,19.12279722303867
101.4962,3.2828,26.556822843845463
101.3388,3.2516,15.15567371707837
101.3519,3.1205,3.0283399312756396
101.3521,3.1792,7.6445486901917725
101.3746,3.1927,10.152042369209811
101.4827,3.2557,23.406084886273042
101.3838,3.265,17.80776537556182
101.3969,3.1068,8.04840837207674
101.4647,3.2603,22.31618899441544
101.4782,3.2829,25.17349116593756
101.4826,3.2196,20.949214436230193
101.3253,3.2787,18.09144522393831
101.4959,3.1337,19.076756107208297
101.397,3.161,9.430916597442666
101.4015,3.152,9.38972367831628
101.4465,3.1926,15.953705874951433
101.4599,3.1428,15.271406128281129
101.4016,3.1927,12.044357577493663
101.4465,3.1971,16.226345051969773
101.4557,3.2558,21.26521479651939
101.4733,3.1021,16.53831773615378
101.4782,3.2557,23.034755373353534
101.3609,3.1204,4.015902195995518
101.4107,3.2514,17.810287257381567
101.4554,3.1293,14.553624399071763
101.3385,3.1566,4.7568358586669675
101.4557,3.2468,20.545052164712427
101.4735,3.197,18.787133694583513
101.4104,3.1023,9.603659984672932
101.4153,3.283,21.102935049219194
101.4241,3.2333,17.063975376316904
101.3702,3.2425,14.934519844868726
101.4422,3.2739,21.853572820357396
101.451,3.1971,16.644016028191313
101.3656,3.2018,10.55180346694112
101.4374,3.1474,12.958867453486084
101.4917,3.2873,26.55810657035116
101.325,3.1296,1.5122510023659803
101.3883,3.2876,20.334067388695026
101.3611,3.1747,7.659527884360804
101.4195,3.17,12.088787913576205
101.3296,3.1793,7.057143681808448
101.3654,3.1024,4.733716212818233
101.4508,3.1067,14.005930569671884
101.3249,3.1024,1.5122917620385798
101.3567,3.2244,12.55684502541093
101.3568,3.2741,17.93092166121359
101.3657,3.2425,14.774138242950201
101.3744,3.1204,5.506674500950842
101.3791,3.2108,12.132450108197188
101.3882,3.2605,17.532916462801083
101.3972,3.265,18.405259497292196
101.4062,3.265,18.86188908643293
101.4105,3.1746,11.514019428321712
101.4962,3.2693,25.531140088765678
101.4241,3.2062,14.888076647619926
101.3387,3.2064,10.166451378526894
101.3475,3.1295,2.914490239976371
101.4195,3.1565,11.417812789945875
101.4239,3.1293,11.07999027774231
101.4241,3.2288,16.684638427248107
101.4374,3.1203,12.488961948018332
101.4465,3.17,14.765862167812516
101.4688,3.1202,15.97298689254311
101.4736,3.2332,21.024391056646323
101.4869,3.1699,18.948223991119217
101.487,3.1834,19.485313536374534
101.4959,3.1472,19.289382610624696
101.4961,3.2331,23.03046136291367
101.4958,3.1111,18.971883810577683
101.406,3.152,9.843979050356955
101.415,3.1565,10.960461058685377
101.4152,3.2695,19.789275684250395
101.4285,3.1564,12.338301585486702
101.4689,3.1247,16.00648725928378
101.4824,3.1473,17.819142098680338
101.3298,3.2877,19.099604663859555
101.3342,3.2199,11.598217985096424
101.3654,3.1159,4.48564733631511
101.4464,3.1202,13.487167344101113
101.478,3.188,18.779181503405262
101.3703,3.2876,19.732712860310993
101.3837,3.2605,17.339022456006294
101.4059,3.1249,9.036684139949374
101.4647,3.2874,24.572105838559132
101.3431,3.1792,7.309205680114608
101.4824,3.1563,18.041251507293833
101.4735,3.206,19.28685306188305
101.3478,3.2877,19.259239888287944
101.3836,3.1972,11.128933025921713
101.3882,3.2469,16.158404222791418
101.4599,3.1202,14.985267483294932
101.4692,3.2558,22.314870078283054
101.4737,3.2693,23.730149282775844
101.3387,3.2199,11.652849916313059
101.352,3.1521,5.009983586658218
101.3924,3.1249,7.548578728131489
101.4194,3.1339,10.668507237434124
101.4736,3.2151,19.839938450135495
101.3475,3.125,2.691169549806333
101.3702,3.2199,12.595990293602876
101.3836,3.2198,13.249430575622142
101.4014,3.1158,8.482762314235679
101.424,3.161,12.077131055482464
101.4465,3.1835,15.437256338460632
101.3611,3.1882,8.973168442643193
101.3746,3.1927,10.152042369209811
101.3881,3.1791,9.915205974561225
101.4419,3.1248,13.016247206376889
101.4557,3.2694,22.394407653299353
101.4962,3.2647,25.192543391805515
101.3386,3.1657,5.728961540183005
101.3477,3.2109,10.849189700808743
101.3387,3.229,12.656754936237707
101.3478,3.2651,16.771291373864837
101.4554,3.1519,15.018374870483287
101.4778,3.1111,16.974251058358163
101.4917,3.2738,25.503034936389092
101.3297,3.2199,11.564931252284568
101.3703,3.265,17.31456485991339
101.3744,3.1294,5.683658069622059
101.4734,3.1247,16.505236842531502
101.4328,3.1067,12.013733468914888
101.4331,3.2016,15.318079112818854
101.3613,3.2786,18.524003530200126
101.4286,3.2333,17.39030677064704
101.4376,3.2197,17.00727331346158
101.4647,3.2829,24.18608362789137
101.4782,3.2738,24.4371346236187
101.4868,3.1201,17.9704883060487
101.4915,3.197,20.56330393308699
101.3835,3.1656,8.520852381915287
101.4062,3.2333,15.855517774792403
101.4287,3.2739,20.995736943148973
101.3613,3.2831,19.01270485642207
101.4059,3.1384,9.321221046732159
101.4195,3.1655,11.848231553419586
101.3251,3.1702,6.026775251121827
101.37,3.1475,6.101761180303613
101.3701,3.2063,11.220176582256766
101.3837,3.2515,16.415968089581977
101.3971,3.2153,13.63806830362191
101.4195,3.1474,11.057918545774942
101.4333,3.2785,21.70399844769187
101.4376,3.2378,18.431227558122476
101.4061,3.2062,13.478572062738928
101.478,3.2015,19.466471479733457
101.3295,3.1522,4.056145649314693
101.3655,3.1295,4.740651249361515
101.3926,3.2062,12.527036674478907
101.4016,3.2062,13.150066693109373
101.4646,3.2467,21.246851393624215
101.4737,3.2874,25.214699283872072
101.3343,3.2832,18.620439765070063
101.3475,3.134,3.201072909304088
101.3523,3.2787,18.34354398126466
101.3879,3.1113,7.00336278435505
101.4241,3.2152,15.579793829816648
101.4466,3.2377,19.11519135974422
101.4736,3.2467,21.986369843278037
101.4869,3.1382,18.144357505771566
101.4913,3.1021,18.529074890180407
101.4915,3.1924,20.34450125167069
101.496,3.206,21.46150892267118
101.4961,3.2241,22.479887098751412
101.4241,3.2242,16.303623578810264
101.4734,3.1563,17.07511492247736
101.4779,3.1382,17.15492310320409
101.3478,3.2696,17.266100696413595
101.379,3.143,6.705256119600951
101.4104,3.1068,9.537072890089917
101.415,3.1881,12.811044916784686
101.46,3.1654,15.963600101080344
101.4737,3.2829,24.838668596480364
101.3339,3.1115,1.1076392899749254
101.3793,3.2831,19.534171029123545
101.442,3.17,14.310855333492817
101.4421,3.2332,18.40811497059231
101.3253,3.2652,16.59031648876794
101.3567,3.238,14.014885724299948
101.3658,3.2786,18.639076081650977
101.4509,3.1428,14.292684251760857
101.4601,3.2287,19.54546125676119
101.4736,3.2151,19.839938450135495
101.4779,3.1428,17.235922845136578
101.3386,3.1928,8.672234776507779
101.3297,3.238,13.575813204248888
101.3478,3.2606,16.276822479630816
101.3478,3.2787,18.267642029165717
101.3836,3.2017,11.538595338264678
101.4104,3.1339,9.688579665408689
101.4328,3.1022,12.067131932065454
101.4332,3.2423,18.48075682076559
101.4376,3.2107,16.345366176823056
101.4782,3.2693,24.08039469434987
101.4826,3.2151,20.678317535059392
101.3565,3.1611,6.113987643171291
101.4689,3.1428,16.252627978370658
101.4962,3.2783,26.209836155761877
101.3879,3.1294,7.140956441531372
101.4198,3.2875,21.78150773346606
101.4916,3.2286,22.335878782648404
101.3433,3.2561,15.71033818167562
101.4107,3.2424,16.97275277693616
101.433,3.1881,14.424147819385276
101.4284,3.1203,11.490485525781777
101.3298,3.2606,16.0876152443295
101.4286,3.2016,14.929851094730626
101.3297,3.2335,13.075819989726291
101.4017,3.2469,16.863390794415988
101.4241,3.1971,14.226103900241409
101.4288,3.2785,21.431265686680412
101.3297,3.2064,10.065556646343444
101.3476,3.1702,6.528254477421472
101.3792,3.2469,15.750242513973276
101.3837,3.2379,15.039998941200311
101.4242,3.2468,18.243752301130254
101.4555,3.179,16.09367721158571
101.4643,3.1112,15.47579441180298
101.4735,3.2015,19.03205637841676
101.4781,3.2422,22.04183899541872
101.334,3.1476,3.653084594624973
101.3522,3.2154,11.457903986665922
101.3745,3.1611,7.440024973913704
101.4422,3.2468,19.515317279848436
101.3297,3.2109,10.56529274246547
101.3746,3.1837,9.327141475779849
101.3882,3.2424,15.709176459321947
101.4108,3.2785,20.426294722762158
101.4015,3.1565,9.613688890250659
101.4871,3.2151,21.10276016362497
101.3253,3.2878,19.103317432189876
101.3474,3.116,2.4870838328044704
101.3835,3.1475,7.3794281844151906
101.3926,3.1882,10.990189808413858
101.3927,3.2334,15.063523554728075
101.4105,3.161,10.730936592490893
101.4285,3.1745,13.204719676018298
101.451,3.1745,15.427852278893914
101.4602,3.2739,23.09930004355399
101.4692,3.2603,22.66626241016988
101.4872,3.2783,25.49452065245752
101.3834,3.1159,6.4841926913442
101.3341,3.1657,5.617986967416575
101.343,3.1431,3.6158776472646474
101.3748,3.2696,17.95214637840797
101.3748,3.2876,19.865919399330487
101.4015,3.1791,11.016839502941032
101.406,3.1791,11.406469132380192
101.4104,3.1339,9.688579665408689
101.4554,3.1202,14.485882173099407
101.3789,3.1294,6.1672087433470715
101.406,3.161,10.291589243536382
101.4377,3.2649,20.75302226386774
101.4466,3.2197,17.75469650065799
101.4511,3.2332,19.126910239787975
101.4556,3.2061,17.624484542690354
101.4782,3.2603,23.382715603297434
101.325,3.1431,3.0133825120675306
101.3522,3.247,14.876269209997794
101.451,3.1699,15.219285393140781
101.4917,3.2602,24.48727545952356
101.3431,3.1702,6.352982833961416
101.3568,3.2651,16.950905955188148
101.3744,3.1069,5.577487366590565
101.4377,3.2739,21.55984433520597
101.4557,3.2784,23.165696176439248
101.4781,3.2196,20.533758005927385
101.4917,3.2783,25.849824930992725
101.3521,3.1973,9.527707260421659
101.4913,3.1292,18.52250759116769
101.4959,3.1563,19.49671726315231
101.37,3.1611,7.078969533436831
101.3747,3.247,15.576611691507287
101.4016,3.2153,13.93718957641762
101.4825,3.1925,19.445888553034965
101.3519,3.1114,3.0302097930797043
101.4511,3.2377,19.471263161491223
101.4554,3.1564,15.159022613931537
101.478,3.1789,18.370679998483556
101.415,3.1565,10.960461058685377
101.4014,3.1249,8.540229289174649
101.4464,3.1564,14.207738479862025
101.4196,3.1971,13.84331461382055
101.4329,3.1248,12.020039070553407
101.4917,3.2693,25.16141661723199
101.3251,3.1928,8.539777583630872
101.4512,3.2603,21.301784972832202
101.4734,3.1654,17.368068300780322
101.4958,3.1246,18.988031966342948
101.3385,3.1476,3.8201016997645745
101.3477,3.2335,13.306255721063254
101.3746,3.1882,9.735470658264285
101.3747,3.2198,12.793209913106224
101.4286,3.2288,17.0182467558123
101.4331,3.2242,16.993957511268633
101.3881,3.1837,10.283503831998624
101.3971,3.2017,12.445446687248326
101.3522,3.2109,10.97601328479809
101.3568,3.256,15.962617859353742
101.4557,3.2739,22.77782056873466
101.343,3.1612,5.408771688189705
101.4151,3.2062,14.165623951280201
101.4197,3.2694,20.03726003121633
101.4375,3.179,14.320893611001434
101.442,3.1926,15.533541580385693
101.4511,3.2106,17.511681708479024
101.4735,3.1699,17.54315154404279
